conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1641936393885851648,Fri Mar 31 23:58:13 +0000 2023,0,@convomf Chatan mah blm modal kali pergi aja,1641953072716079104,,convomf,in,,0,0,0,https://x.com/overthinkherrr/status/1641953072716079104,235780546,overthinkherrr
1641764772457877505,Fri Mar 31 23:58:09 +0000 2023,0,@Del_tahta @CNNIndonesia Bisa baca putusan FIFA ga? Ada nyebut penolakan karena israel negara penjajah. Maksain bnget nyalahin yg nolak?,1641953057335549952,,Del_tahta,in,,0,0,0,https://x.com/dragoeinside/status/1641953057335549952,79950260,dragoeinside
1641953055653642244,Fri Mar 31 23:58:09 +0000 2023,0,Inisial r april mop riko simanjuntak ancika asean data science selamat psm april fools pramel taxidriver2ep11 jokowi resmikan kek lido koster u-20 suzy lebay ganjar kanjuruhan FIFA SOMI Israel DPR Hand sealer portable https://t.co/zQzeKzFlGN,1641953055653642244,,,in,,0,0,0,https://x.com/DVnejd/status/1641953055653642244,1589070031631314945,DVnejd
1641953053015429120,Fri Mar 31 23:58:08 +0000 2023,0,Bila tengok rupanya baju nayla tu pre order‍️,1641953053015429120,,,in,,0,0,0,https://x.com/syahirahy_/status/1641953053015429120,1505350334163533826,syahirahy_
1641319203201503232,Fri Mar 31 23:57:58 +0000 2023,0,@isikepalatama @sourgraape @idextratime Kalian yang melintir ke Kanjuruhan itu ngikutin bola aja nggak sok bilang FIFA begini FIFA begitu mau cuci tangan ? Jelas itu 2 paragraf yg punya kalimat utama berbeda Segini doang SDM yang mau musuhin Israel ? Wkwkw pantesan kalah Mulu lobi internasionalnya,1641953011466670080,,tamathoughtss,in,"Jakarta Barat, DKI Jakarta",0,0,0,https://x.com/Rizkimujin/status/1641953011466670080,932969733254651912,Rizkimujin
1641952551427010562,Fri Mar 31 23:56:08 +0000 2023,0,Game awal. So tak boleh layan. Nak berbuka nak siap isya siap teraweh hehe,1641952551427010562,,,in,Liverpool,0,0,0,https://x.com/abebeoh/status/1641952551427010562,2413500652,abebeoh
1641951887338668032,Fri Mar 31 23:56:05 +0000 2023,0,@ImranRiazKhan Woo sarkar Bayan kr ky uss ky baad nazar b nahi aie ajj tk unchoo sy safaidi nhi khatam hui,1641952536780484609,,ImranRiazKhan,in,"Dubai, United Arab Emirates",0,0,0,https://x.com/WahajAl78212935/status/1641952536780484609,720443621569392640,WahajAl78212935
1641375457538084864,Fri Mar 31 23:55:59 +0000 2023,0,@fadlizon IPU di bali gmn kabarnya? Gawe DPR diam ada Israel giliran FIFA diurusin gak tau bola jgn ikut ikutan ngomong.,1641952513850232832,,fadlizon,in,,0,0,0,https://x.com/alhaque_alfar/status/1641952513850232832,166091052,alhaque_alfar
1641724134572056578,Fri Mar 31 23:55:49 +0000 2023,0,@FaktaSepakbola @FIFAcom Emang emang Israel teroris,1641952469340278784,,FaktaSepakbola,in,jakarta,0,0,0,https://x.com/troy_yuant/status/1641952469340278784,3116523529,troy_yuant
1641952409655316481,Fri Mar 31 23:55:35 +0000 2023,0,Udah April aja ‍,1641952409655316481,,,in,,0,0,0,https://x.com/overthinkherrr/status/1641952409655316481,235780546,overthinkherrr
1641952338209562624,Fri Mar 31 23:55:18 +0000 2023,8,Nabi dawud (king david) ialah raja kedua kerajaan israel thn 1002 SM-970 SM. Wilayah kerajaan nabi daud inilah yg ingin dimiliki kembali oleh negara israel saat ini. Israel penjajah palestina! https://t.co/li0iMLjfRr,1641952338209562624,https://pbs.twimg.com/media/Fsli8w_aEAA8vtn.jpg,,in,,0,6,7,https://x.com/AyaniMel/status/1641952338209562624,1303252304301236224,AyaniMel
1641952322615128066,Fri Mar 31 23:55:14 +0000 2023,1,2 Alasan Timnas Indonesia U-20 Masih Bisa Main di Piala Dunia U-20 2023 Nomor 1 Aksi Brutal Tentara Israel! #LengkapCepatBeritanya #Bola #SepakBola #SepakbolaDunia #BolaDunia . https://t.co/HEwiKJMZ9w,1641952322615128066,,,in,Jakarta,0,2,0,https://x.com/okezonenews/status/1641952322615128066,47274731,okezonenews
1641319203201503232,Fri Mar 31 23:55:08 +0000 2023,0,@falahisme_ @idextratime Jelas itu 2 paragraf yang berbeda yang punya ide atau kalimat utama masing paragraf pertama tentang pembatalan paragraf kedua tentang komitmen mendukung penyelesaian dan kebangkitan sepakbola Indonesia dari tragedi Kanjuruhan aduh begini doang SDM yang mau musuhin Israel ?,1641952298351087616,,falahisme_,in,"Jakarta Barat, DKI Jakarta",0,0,0,https://x.com/Rizkimujin/status/1641952298351087616,932969733254651912,Rizkimujin
1641952238913617921,Fri Mar 31 23:54:54 +0000 2023,0,I Love You ISRAEL.. Baru pemain bola sdh membuat rakyat Indonesia Panik ketakutan Belum persenjataan dan Pasukannya https://t.co/SclYZd3ZMU,1641952238913617921,https://pbs.twimg.com/media/Fsli2_TaQAAVyj2.jpg,,in,,0,0,0,https://x.com/Feri_Jonga23/status/1641952238913617921,1491947387891625985,Feri_Jonga23
1641941912893652993,Fri Mar 31 23:54:54 +0000 2023,0,@convomf Wake up girls semua yang ilusi itu cuma bentar,1641952237277827073,,convomf,in,,0,0,0,https://x.com/overthinkherrr/status/1641952237277827073,235780546,overthinkherrr
1641926330962030592,Fri Mar 31 23:54:52 +0000 2023,6,@wahhabicc_jabar @FIFAcom Perilaku Israel yang tidak menghargai hak hidup Bangsa Palestina ini yang membuat bangsa lain tidak respect terhadap Israel. Indonesia Hebat 🇮🇩,1641952230055215110,,wahhabicc_jabar,in,,0,1,4,https://x.com/J_Aryoko/status/1641952230055215110,239712409,J_Aryoko
1641860335949717504,Fri Mar 31 23:54:42 +0000 2023,0,@NoorulHasanTeam Inka shuqria Ada krna chahye ....ajj jo Noon league jaisi beemari Pakistan sy khatam hui woo sb inki mehnat or dimag kaw nateeja,1641952187168301063,,ghazibabur,in,"Dubai, United Arab Emirates",0,0,0,https://x.com/WahajAl78212935/status/1641952187168301063,720443621569392640,WahajAl78212935
1641952178754691072,Fri Mar 31 23:54:40 +0000 2023,0,wow ada orang kek gini? ini sblmnya belum pernah makan warung makan kah? yakali piringnya dibawa pulang allahu,1641952178754691072,,,in,"Kota Bandung, Jawa Barat",0,0,0,https://x.com/jiminjeongie94/status/1641952178754691072,1351156385795420168,jiminjeongie94
1641697545893335041,Fri Mar 31 23:54:26 +0000 2023,6,@LeylaHana @marlenfrema Langka bgt yg begini ,1641952121284354050,,LeylaHana,in,,0,0,0,https://x.com/booksandnetfIix/status/1641952121284354050,1366722525175050242,booksandnetfIix
1641895446900625428,Fri Mar 31 23:54:25 +0000 2023,0,@sadaqatkhan_95 ️mobarak ho Israel k sat taluq,1641952119182827520,,sadaqatkhan_95,in,"Karachi, Pakistan",0,0,0,https://x.com/Muhammad_Nadir7/status/1641952119182827520,1300055454488375297,Muhammad_Nadir7
1641952111763267585,Fri Mar 31 23:54:24 +0000 2023,45,#KamiSudahBerkorban #KamiSudahBerkorban israel layak dicoret dari peta dunia....termasuk team sepakbolanya .... https://t.co/eEf5c55zDe,1641952111763267585,https://pbs.twimg.com/ext_tw_video_thumb/1641951972663386113/pu/img/rBlerzkdYY917-xM.jpg,,in,"West Java, Indonesia",2,7,16,https://x.com/bostari/status/1641952111763267585,41035911,bostari
1641940090787176450,Fri Mar 31 23:54:18 +0000 2023,0,@_Adwanyasharan Main dn kia??,1641952089193455616,,_Adwanyasharan,in,"أبوظبي, الامارات العربية المتح",0,1,0,https://x.com/royalpeep/status/1641952089193455616,775314858342514690,royalpeep
1641770168262234112,Fri Mar 31 23:54:14 +0000 2023,0,@TangTingThunK Kenya harusnya masih. Tp kl palestine israel emboh ya . p aku menemukan yg englishnya broken somehow lbh bs nyambung karna cocoklogi english gt. Prnh dpt tim kerja sm korea yg ga bs bahasa inggris kirim dokumen english hasil gugel translet pas miting somehow mereka ngerti2 ae.,1641952070944296960,,TangTingThunK,in,"JKT, DKI, INA | BGR, WJ, INA",0,2,0,https://x.com/sasyasugardo/status/1641952070944296960,1249816188,sasyasugardo
1641348157190864897,Fri Mar 31 23:54:00 +0000 2023,0,@idextratime Kalo dilihat dari kejadian sebelum penolakan timnas israel tragedi kanjuruhan yang menjadi perhatian dunia rasa rasanya kecil kemungkinan fifa memban Indonesia hanya karena penolakan timnas israel tapi jika menyangkut tragedi kanjuruhan besar kemungkinannya.,1641952011645247489,,idextratime,in,,0,0,0,https://x.com/risna59955414/status/1641952011645247489,1390797024639942657,risna59955414
1641925122155220993,Fri Mar 31 23:53:56 +0000 2023,0,@tvOneNews Suruh belajar lomba goni &amp; panjat pinang saja bro pasti Israel gak mau ikut ,1641951997523005442,,tvOneNews,in,,0,0,0,https://x.com/JijikBib/status/1641951997523005442,1230412603228217344,JijikBib
1641951972537561090,Fri Mar 31 23:53:50 +0000 2023,2,UMATSLOT SITUS TERGACOR DI ASIA. LINK: https://t.co/A3jT2WQMn6 jokowi resmikan kek lido April Mop #JungHaeIn Inisial R NA JAEMIN THANK YOU Ancika #TaxiDriver2Ep11 U-20 Maret Riko Simanjuntak Sahur Koster Israel #ProudOfYouBecky ASEAN Data Science mark lee #JIMIN4thWin https://t.co/uWSfcqAjhs,1641951972537561090,https://pbs.twimg.com/media/FslilDAaQAA4X_G.jpg,,in,,0,0,0,https://x.com/Umatslotgacor/status/1641951972537561090,1600265439388619011,Umatslotgacor
1641948987338137600,Fri Mar 31 23:53:49 +0000 2023,1,@CHUCARTIERDI0R YUHUUUU https://t.co/Uo3Acx5hnk SOLOIST JISOO DEBUT #JISOO_Blooming_With_ME #꽃처럼_피어난_지수_솔로 https://t.co/97u8XkW5nA,1641951965000380416,https://pbs.twimg.com/media/Fslim2faQAE0m5P.jpg,CHUCARTIERDI0R,in,🇵🇸🏴‍☠️,0,0,0,https://x.com/dokyeolataechuu/status/1641951965000380416,1478290758763302913,dokyeolataechuu
1641951930422550528,Fri Mar 31 23:53:40 +0000 2023,8,Miko putera seorang jenderal Zionis membenarkan bahwa memang ada upaya pembersihan etnik Palestina oleh Zionist. Thank you Miko for your continuous defense of Palestine.,1641951930422550528,,,in,Surakarta,1,1,4,https://x.com/afifahafra79/status/1641951930422550528,158660810,afifahafra79
1641951905273487360,Fri Mar 31 23:53:34 +0000 2023,2,UMATSLOT SITUS TERGACOR DI ASIA. LINK: https://t.co/A3jT2WQMn6 jokowi resmikan kek lido April Mop #JungHaeIn Inisial R NA JAEMIN THANK YOU Ancika #TaxiDriver2Ep11 U-20 Maret Riko Simanjuntak Sahur Koster Israel #ProudOfYouBecky ASEAN Data Science mark lee #JIMIN4thWin https://t.co/XUtybuyCyK,1641951905273487360,https://pbs.twimg.com/media/FsliiVdaIAEP5SO.png,,in,,0,0,0,https://x.com/Umatslotgacor/status/1641951905273487360,1600265439388619011,Umatslotgacor
1640871129442136064,Fri Mar 31 23:53:17 +0000 2023,0,@MAbdullahGul Is pa bat karo na https://t.co/OBFSyRo11T,1641951833634623490,https://pbs.twimg.com/media/FslifXVagAEs7Kd.jpg,MAbdullahGul,tl,,0,0,0,https://x.com/UmaairJaveed/status/1641951833634623490,1235182187957411842,UmaairJaveed
1641325008344473601,Fri Mar 31 23:53:01 +0000 2023,0,@MAbdullahGul @OfficialDGISPR Is pa kab bat kary gay ap? https://t.co/4bsLBp31gv,1641951767230402563,https://pbs.twimg.com/media/FslibgQagAAu-l-.jpg,MAbdullahGul,ht,,0,0,0,https://x.com/UmaairJaveed/status/1641951767230402563,1235182187957411842,UmaairJaveed
1641923232218640384,Fri Mar 31 23:52:57 +0000 2023,0,@fisipoIugm Kepo agama mana itu mbak? klo aku agama Islam yang WAJIB ngurus urusan RT suami juga diluar nafkah capek kerja ya bayar ART. tapi klo istri suka rela mau kerjain ya pahala besar but suami gak berhak maksa nuntut istri kerjain. istri fokus soal keturunan rawat diri n ranjang ️,1641951749983404033,,aristrokrat,in,,0,0,0,https://x.com/booksandnetfIix/status/1641951749983404033,1366722525175050242,booksandnetfIix
1641951719776190466,Fri Mar 31 23:52:50 +0000 2023,2,Terus Ai Israel teh Negara Zionis lain ? Kumaha penerapan Pembukaan UUD 1945 teh tentang penjajahan ? Iyeu sanes politik tapi kemanusaan ? Kumaha Komen anjeun pak Gub ?,1641951719776190466,,,in,Pinggiran Betawi - Kegusur,0,0,0,https://x.com/NcangBeni/status/1641951719776190466,1112249626726293504,NcangBeni
1641951691523383296,Fri Mar 31 23:52:43 +0000 2023,2,UMATSLOT SITUS TERGACOR DI ASIA. LINK: https://t.co/A3jT2WQMn6 jokowi resmikan kek lido April Mop #JungHaeIn Inisial R NA JAEMIN THANK YOU Ancika #TaxiDriver2Ep11 U-20 Maret Riko Simanjuntak Sahur Koster Israel #ProudOfYouBecky ASEAN Data Science mark lee #JIMIN4thWin https://t.co/6QkqCTSfVx,1641951691523383296,https://pbs.twimg.com/media/FsliFEWaIAAll9W.png,,in,,0,0,0,https://x.com/Umatslotgacor/status/1641951691523383296,1600265439388619011,Umatslotgacor
1641732682488111104,Fri Mar 31 23:52:43 +0000 2023,0,@vvarganet1 @pengarang_sajak Lah loh baca2 lagi sono...Seokarno itu mmg membela Palestina untuk merdeka dan menolak keberadaannya zionis israel...coba loh bantah pakai link loh kalau Soekarno tdk bener membela Palestina untuk merdeka dan mendukung zionis israel..,1641951689082277888,,vvarganet1,in,,0,0,0,https://x.com/1971Andidarni/status/1641951689082277888,1472589917024751617,1971Andidarni
1641951683793256448,Fri Mar 31 23:52:42 +0000 2023,0,IMF YG PERNAH MEMBERIKAN PINJAMAN KE INDONESIA JUGA KALAH DGN. KEMENTRIAN KEUANGAN INDONESIA KRN 349T = US$22an MILYAR! https://t.co/BDUU04Y5SY,1641951683793256448,https://pbs.twimg.com/media/FsliWrTaYAMQpQS.jpg,,in,"Hell, MI",0,0,0,https://x.com/Adrian_HeriF/status/1641951683793256448,2395904114,Adrian_HeriF
1641588360325091328,Fri Mar 31 23:52:30 +0000 2023,0,@MAbdullahGul @OfficialDGISPR @GovtofPakistan Is pa kab bat kary gay ap? https://t.co/OREmd6beNK,1641951635587858433,https://pbs.twimg.com/media/FsliT3LaEAAYcBi.jpg,MAbdullahGul,ht,,0,0,0,https://x.com/UmaairJaveed/status/1641951635587858433,1235182187957411842,UmaairJaveed
1641951624229957632,Fri Mar 31 23:52:27 +0000 2023,0,Mana tuh cecunguk2 yahudi pesek yg bela israel ga' diterima diindonesia?,1641951624229957632,,,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/Arisamarket/status/1641951624229957632,867327325041336320,Arisamarket
1641693297050636288,Fri Mar 31 23:52:06 +0000 2023,0,@MAbdullahGul Is pa kab bat kary gay ap? https://t.co/6Ky2i1e8Kq,1641951536493338627,https://pbs.twimg.com/media/FsliOEuakAA7gro.jpg,MAbdullahGul,ht,,0,0,0,https://x.com/UmaairJaveed/status/1641951536493338627,1235182187957411842,UmaairJaveed
1641705926272102400,Fri Mar 31 23:52:05 +0000 2023,0,@kafiradikalis Terus aja digoreng udah jelas karena penolakan gubernur bali terhadap timnas israel datang ke Bali untuk melakukan drawing dan FIFA menunggu klarifikasi tentang itu eh gubernur bali malah bikin statemen trauma bom dan akhirnya FIFA ambil keputusan meremove jd host,1641951531993014272,,kafiradikalis,in,"konoha, Indonesia",0,1,0,https://x.com/WayanAriyana/status/1641951531993014272,1567432413185462272,WayanAriyana
1641824976780120073,Fri Mar 31 23:51:52 +0000 2023,0,@MAbdullahGul Is pa kab bat kary gay ap? https://t.co/vIjwAa5EQX,1641951475508101121,https://pbs.twimg.com/media/FsliKgVaMAEqomG.jpg,MAbdullahGul,ht,,0,0,0,https://x.com/UmaairJaveed/status/1641951475508101121,1235182187957411842,UmaairJaveed
1641794256263319554,Fri Mar 31 23:51:16 +0000 2023,0,@THEFOLDERY mega . tru,1641951323829460994,,,in,AUDHDBPD,0,0,0,https://x.com/dollsgrave/status/1641951323829460994,1452138575705907200,dollsgrave
1641950435828170753,Fri Mar 31 23:50:56 +0000 2023,1,@Ali_MuhammadPTI Is ka kia karna ha https://t.co/CdQFav3Stz,1641951241466007559,https://pbs.twimg.com/media/Fslh87DaMAAayqn.jpg,Ali_MuhammadPTI,in,,0,0,0,https://x.com/UmaairJaveed/status/1641951241466007559,1235182187957411842,UmaairJaveed
1641549576464404480,Fri Mar 31 23:50:51 +0000 2023,6,@MrNiteKrow Tanya! https://t.co/okT4KeqCiE,1641951220700172288,https://pbs.twimg.com/ext_tw_video_thumb/1641951104157237248/pu/img/fksS8sjOArL0csdf.jpg,MrNiteKrow,in,,0,1,1,https://x.com/RevetLeafingFGC/status/1641951220700172288,863913946830356480,RevetLeafingFGC
1641868412497321989,Fri Mar 31 23:50:45 +0000 2023,0,@SaraReyi Inshallah,1641951194561093633,,SaraReyi,in,,0,0,0,https://x.com/Amarnewacc/status/1641951194561093633,1600816235377213441,Amarnewacc
1641491987718352898,Fri Mar 31 23:50:42 +0000 2023,0,@megbzk @PierrePoilievre Crypto buyer aka MLM boss babe https://t.co/cSJDNPJdkX,1641951181227573248,https://pbs.twimg.com/media/Fslh5ajakAAEnhe.jpg,megbzk,in,"Treaty 6 Territory, Alberta",0,0,0,https://x.com/Hatjuice1/status/1641951181227573248,1286404143809040384,Hatjuice1
1641764772457877505,Fri Mar 31 23:50:37 +0000 2023,0,@AdhiStanza @CNNIndonesia Mabok agama lu apa2 dikaitin agama.. ini soal konstitusi hukum klo ga suka lu demo nasi bungkus aja Minta ubah UUD + peraturan biar lu bisa liat Israel dateng,1641951160440602624,,AdhiGlatik,in,,0,0,0,https://x.com/stella_jeruk__/status/1641951160440602624,1597155176091070464,stella_jeruk__
1641594359333404679,Fri Mar 31 23:50:31 +0000 2023,0,@denifitriyant05 @Qomarc31 @KoraagGerald @AH_SiregarXIX hadehhh.. indo main atau gak main pun kalo ketemu israel juga pasti kalah dan jadi lumbung gol kualitas timnas indo cuma setara myanmar ama kamboja woi,1641951135186681857,,denifitriyant05,in,Tenki,0,1,0,https://x.com/reona03019589/status/1641951135186681857,1628882539518767104,reona03019589
1641951059752157184,Fri Mar 31 23:50:13 +0000 2023,0,Na Dilan?,1641951059752157184,,,tl,Indonesia,0,0,0,https://x.com/mitami22/status/1641951059752157184,743291762,mitami22
1641808434411761672,Fri Mar 31 23:50:03 +0000 2023,0,@geloraco Sebaiknya anak2 bangsa ini ke depanya diajari olah raga lomba goni &amp; panjat pinang saja jadi kita tidak mungkin jumpa Israel....,1641951020094988288,,geloraco,in,,0,0,0,https://x.com/JijikBib/status/1641951020094988288,1230412603228217344,JijikBib
1641950901660180481,Fri Mar 31 23:49:35 +0000 2023,0,@WaseemBadami @WaseemBadami paper main cheating krna guna ha ?;,1641950901660180481,,WaseemBadami,tl, Pakistan,0,0,0,https://x.com/maryam_wb_iuh/status/1641950901660180481,910622029350604800,maryam_wb_iuh
1641950841585139713,Fri Mar 31 23:49:21 +0000 2023,0,#Israel ko izzat do. #Pakistan,1641950841585139713,,,in,Shehr Lahore,0,0,0,https://x.com/SharfSays/status/1641950841585139713,1245131370285932551,SharfSays
1641950837651177473,Fri Mar 31 23:49:20 +0000 2023,1,@jokowi mengatakan pemerintah &amp; PSSI akan mencari solusi terbaik tentang kasus tim israel #SayaBersamaJokowi https://t.co/wQzLxpvAys,1641950837651177473,https://pbs.twimg.com/ext_tw_video_thumb/1641950690959564800/pu/img/jIDK5qcrWvz6P79X.jpg,jokowi,in,,0,0,0,https://x.com/pejuangind01/status/1641950837651177473,1102414874670297089,pejuangind01
1641950799680135173,Fri Mar 31 23:49:11 +0000 2023,0,Emang FIFA berani menentang Israel? ,1641950799680135173,,,in,"Luwu Timur, Sulawesi Selatan",0,0,0,https://x.com/AndyD4d4ng/status/1641950799680135173,1508641212865032197,AndyD4d4ng
1641809611283136513,Fri Mar 31 23:49:09 +0000 2023,1,@alextham878 @PDI_Perjuangan makanya jadi org jgn munafik. Memangnya ISRAEL kirim pasukan mereka hanya kirim pemain bola ,1641950791815811073,,SltorkNet,in,,0,0,0,https://x.com/Feri_Jonga23/status/1641950791815811073,1491947387891625985,Feri_Jonga23
1641950782697381888,Fri Mar 31 23:49:07 +0000 2023,0,Mirip Tragedi Kanjuruhan Tentara Israel Tembakkan Gas Air Mata ke Stadion saat Final Liga Palestina https://t.co/dYrYbVm8A8,1641950782697381888,,,in,indonesia,0,0,0,https://x.com/posaktualcom/status/1641950782697381888,1636627729675337734,posaktualcom
1641950782236000257,Fri Mar 31 23:49:07 +0000 2023,0,GEREGET NAIK NYA LAMA HUHU.. padahal biasanya tiap abis nonton selingan tau-tau udh ganti aja angka depan nya AYOOO STREAMING SEMUAAAAAAA!!! https://t.co/Uo3Acx5hnk SOLOIST JISOO DEBUT #JISOO_Blooming_With_ME #꽃처럼_피어난_지수_솔로,1641950782236000257,,,in,🇵🇸🏴‍☠️,0,0,1,https://x.com/dokyeolataechuu/status/1641950782236000257,1478290758763302913,dokyeolataechuu
1641724134572056578,Fri Mar 31 23:49:02 +0000 2023,0,@hudinurwendi @FaktaSepakbola @BFahrul66 @FIFAcom Sekali lagi pisahkan masalah olahraga dan politik. Imbasnya Indonesia batal jadi tuan rumah dan batal berlaga dikompetisikan internasional ini. Sementara Israel tetap bermain Palestina pun demikian. Belajar memilah milah masalah,1641950763856564224,,_nurwendi,in,"Ekaterinburg, Russia",0,0,0,https://x.com/heyguys911/status/1641950763856564224,3071745960,heyguys911
1641721110424346625,Fri Mar 31 23:48:49 +0000 2023,2,@idextratime Berarti ganjar dan koster cuma diinstruksikan menjadi kambing hitam karena ketidakbecusan pemerintah soal keamanan khususnya tragedi kanjuruhan. So jangan ada lagi yg menyoalkan tolak timnas Israel . Mereka cuma disetting begitu agar bau tidak sedap pemerintah tidak tercium.,1641950709812961282,,idextratime,in,"Bogor, Jawa Barat",0,0,0,https://x.com/rihasi/status/1641950709812961282,236004490,rihasi
1641724134572056578,Fri Mar 31 23:48:46 +0000 2023,0,@ewjel Haduh mbakk.. dikira segampang itu.. jikalau Israel di banned FIFA pum jg blm tentu menghentikan agresi militer mereka apalagi cm ditolak Indonesia.,1641950695934005249,,t3ater,in,,0,1,0,https://x.com/Jalusunu/status/1641950695934005249,240169150,Jalusunu
1641419513718792194,Fri Mar 31 23:48:19 +0000 2023,0,@DokD00M @triajaaa Ada sumber artikel yg infokan itu ga? (Ekspor/impor israel lewat pihak ketiga) Karena setau saya nilai ekspor/impor yg tercatat di BPS itu ya impor langsung tidak lewat negara lain.,1641950581748305922,,nanMudo,in,Indonesia,0,1,0,https://x.com/pjmarbun/status/1641950581748305922,435866291,pjmarbun
1641343334244569090,Fri Mar 31 23:48:15 +0000 2023,0,@PDI_Perjuangan KALIAN MEMBELA PALESTINA TAPI MENGABAIKAN KEPENTINGAN BANGSA SENDIRI. SELAMAT KALIAN SDH MEMBUAT ISRAEL TERTAWA SENANG. DASAR PATAI WONG TAIK...,1641950566938218497,,PDI_Perjuangan,in,"London, England",0,0,0,https://x.com/irwanka5/status/1641950566938218497,1603538645457457152,irwanka5
